date,profile,treatment,rank,asset
2025-03-23,moderate,T1,2,BNB
2025-03-23,moderate,T1,3,DOT
2025-03-23,moderate,T1,4,ETC
2025-03-23,moderate,T1,5,TRX
2025-03-23,moderate,T1,6,BTC
2025-03-23,moderate,T1,7,ADA
2025-03-23,moderate,T1,8,XRP
2025-03-23,moderate,T1,9,LTC
2025-03-23,moderate,T1,10,XLM
2025-03-24,moderate,T0,1,BCH
2025-03-24,moderate,T0,2,BNB
2025-03-24,moderate,T0,3,TRX
2025-03-24,moderate,T0,4,ETC
2025-03-24,moderate,T0,5,ADA
2025-03-24,moderate,T0,6,DOT
2025-03-24,moderate,T0,7,BTC
2025-03-24,moderate,T0,8,XRP
2025-03-24,moderate,T0,9,LTC
2025-03-24,moderate,T0,10,XLM
2025-03-24,moderate,T1,1,BCH
2025-03-24,moderate,T1,2,BNB
2025-03-24,moderate,T1,3,TRX
2025-03-24,moderate,T1,4,DOT
2025-03-24,moderate,T1,5,ETC
2025-03-24,moderate,T1,6,BTC
2025-03-24,moderate,T1,7,ADA
2025-03-24,moderate,T1,8,XRP
2025-03-24,moderate,T1,9,LTC
2025-03-24,moderate,T1,10,XLM
2025-03-25,moderate,T0,1,TRX
2025-03-25,moderate,T0,2,BCH
2025-03-25,moderate,T0,3,BNB
2025-03-25,moderate,T0,4,DOT
2025-03-25,moderate,T0,5,ETC
2025-03-25,moderate,T0,6,BTC
2025-03-25,moderate,T0,7,ADA
2025-03-25,moderate,T0,8,XRP
2025-03-25,moderate,T0,9,XLM
2025-03-25,moderate,T0,10,LTC
2025-03-25,moderate,T1,1,BNB
2025-03-25,moderate,T1,2,TRX
2025-03-25,moderate,T1,3,DOT
2025-03-25,moderate,T1,4,BCH
2025-03-25,moderate,T1,5,ETC
2025-03-25,moderate,T1,6,BTC
2025-03-25,moderate,T1,7,ADA
2025-03-25,moderate,T1,8,XLM
2025-03-25,moderate,T1,9,XRP
2025-03-25,moderate,T1,10,LTC
2025-03-26,moderate,T0,1,BCH
2025-03-26,moderate,T0,2,XRP
2025-03-26,moderate,T0,3,ADA
2025-03-26,moderate,T0,4,ETC
2025-03-26,moderate,T0,5,DOT
2025-03-26,moderate,T0,6,BNB
2025-03-26,moderate,T0,7,BTC
2025-03-26,moderate,T0,8,XLM
2025-03-26,moderate,T0,9,TRX
2025-03-26,moderate,T0,10,LINK
2025-03-26,moderate,T1,1,DOT
2025-03-26,moderate,T1,2,BCH
2025-03-26,moderate,T1,3,BNB
2025-03-26,moderate,T1,4,ETC
2025-03-26,moderate,T1,5,XRP
2025-03-26,moderate,T1,6,TRX
2025-03-26,moderate,T1,7,BTC
2025-03-26,moderate,T1,8,ADA
2025-03-26,moderate,T1,9,XLM
2025-03-26,moderate,T1,10,LTC
2025-03-27,moderate,T0,1,BCH
2025-03-27,moderate,T0,2,BNB
2025-03-27,moderate,T0,3,XRP
2025-03-27,moderate,T0,4,TRX
2025-03-27,moderate,T0,5,ADA
2025-03-27,moderate,T0,6,ETC
2025-03-27,moderate,T0,7,BTC
2025-03-27,moderate,T0,8,DOT
2025-03-27,moderate,T0,9,XLM
2025-03-27,moderate,T0,10,LTC
2025-03-27,moderate,T1,1,BNB
2025-03-27,moderate,T1,2,BCH
2025-03-27,moderate,T1,3,TRX
2025-03-27,moderate,T1,4,DOT
2025-03-27,moderate,T1,5,ETC
2025-03-27,moderate,T1,6,BTC
2025-03-27,moderate,T1,7,XRP
2025-03-27,moderate,T1,8,XLM
2025-03-27,moderate,T1,9,LTC
2025-03-27,moderate,T1,10,ADA
2025-03-28,moderate,T0,1,BCH
2025-03-28,moderate,T0,2,ADA
2025-03-28,moderate,T0,3,BNB
2025-03-28,moderate,T0,4,XRP
2025-03-28,moderate,T0,5,BTC
2025-03-28,moderate,T0,6,TRX
2025-03-28,moderate,T0,7,ETC
2025-03-28,moderate,T0,8,DOT
2025-03-28,moderate,T0,9,XLM
2025-03-28,moderate,T0,10,ETH
2025-03-28,moderate,T1,1,BCH
2025-03-28,moderate,T1,2,ADA
2025-03-28,moderate,T1,3,XRP
2025-03-28,moderate,T1,4,BNB
2025-03-28,moderate,T1,5,BTC
2025-03-28,moderate,T1,6,TRX
2025-03-28,moderate,T1,7,ETC
2025-03-28,moderate,T1,8,XLM
2025-03-28,moderate,T1,9,DOT
2025-03-28,moderate,T1,10,SOL
2025-03-29,moderate,T0,1,BCH
2025-03-29,moderate,T0,2,BNB
2025-03-29,moderate,T0,3,ADA
2025-03-29,moderate,T0,4,XRP
2025-03-29,moderate,T0,5,TRX
2025-03-29,moderate,T0,6,BTC
2025-03-29,moderate,T0,7,ETC
2025-03-29,moderate,T0,8,DOT
2025-03-29,moderate,T0,9,XLM
2025-03-29,moderate,T0,10,ETH
2025-03-29,moderate,T1,1,BCH
2025-03-29,moderate,T1,2,ADA
2025-03-29,moderate,T1,3,XRP
2025-03-29,moderate,T1,4,BNB
2025-03-29,moderate,T1,5,BTC
2025-03-29,moderate,T1,6,TRX
2025-03-29,moderate,T1,7,ETC
2025-03-29,moderate,T1,8,XLM
2025-03-29,moderate,T1,9,DOT
2025-03-29,moderate,T1,10,LINK
2025-03-30,moderate,T0,1,ADA
2025-03-30,moderate,T0,2,XRP
2025-03-30,moderate,T0,3,BNB
2025-03-30,moderate,T0,4,BCH
2025-03-30,moderate,T0,5,BTC
2025-03-30,moderate,T0,6,DOT
2025-03-30,moderate,T0,7,XLM
2025-03-30,moderate,T0,8,ETC
2025-03-30,moderate,T0,9,TRX
2025-03-30,moderate,T0,10,ETH
2025-03-30,moderate,T1,1,BNB
2025-03-30,moderate,T1,2,ADA
2025-03-30,moderate,T1,3,XRP
2025-03-30,moderate,T1,4,BCH
2025-03-30,moderate,T1,5,BTC
2025-03-30,moderate,T1,6,DOT
2025-03-30,moderate,T1,7,XLM
2025-03-30,moderate,T1,8,ETC
2025-03-30,moderate,T1,9,TRX
2025-03-30,moderate,T1,10,ETH
2025-03-31,moderate,T0,1,ADA
2025-03-31,moderate,T0,2,BCH
2025-03-31,moderate,T0,3,XRP
2025-03-31,moderate,T0,4,BNB
2025-03-31,moderate,T0,5,BTC
2025-03-31,moderate,T0,6,DOT
2025-03-31,moderate,T0,7,ETC
2025-03-31,moderate,T0,8,ETH
2025-03-31,moderate,T0,9,LINK
2025-03-31,moderate,T0,10,XLM
2025-03-31,moderate,T1,1,BNB
2025-03-31,moderate,T1,2,BCH
2025-03-31,moderate,T1,3,ADA
2025-03-31,moderate,T1,4,XRP
2025-03-31,moderate,T1,5,DOT
2025-03-31,moderate,T1,6,BTC
2025-03-31,moderate,T1,7,ETC
2025-03-31,moderate,T1,8,ETH
2025-03-31,moderate,T1,9,XLM
2025-03-31,moderate,T1,10,LINK
2025-04-01,moderate,T0,1,BNB
2025-04-01,moderate,T0,2,BCH
2025-04-01,moderate,T0,3,BTC
2025-04-01,moderate,T0,4,ETC
2025-04-01,moderate,T0,5,DOT
2025-04-01,moderate,T0,6,TRX
2025-04-01,moderate,T0,7,AVAX
2025-04-01,moderate,T0,8,XLM
2025-04-01,moderate,T0,9,LINK
2025-04-01,moderate,T0,10,XRP
2025-04-01,moderate,T1,1,BNB
2025-04-01,moderate,T1,2,BCH
2025-04-01,moderate,T1,3,ETC
2025-04-01,moderate,T1,4,DOT
2025-04-01,moderate,T1,5,BTC
2025-04-01,moderate,T1,6,TRX
2025-04-01,moderate,T1,7,AVAX
2025-04-01,moderate,T1,8,XLM
2025-04-01,moderate,T1,9,LINK
2025-04-01,moderate,T1,10,LTC
2025-04-02,moderate,T0,1,BCH
2025-04-02,moderate,T0,2,BNB
2025-04-02,moderate,T0,3,DOT
2025-04-02,moderate,T0,4,XRP
2025-04-02,moderate,T0,5,LINK
2025-04-02,moderate,T0,6,BTC
2025-04-02,moderate,T0,7,ETC
2025-04-02,moderate,T0,8,XLM
2025-04-02,moderate,T0,9,AVAX
2025-04-02,moderate,T0,10,TRX
2025-04-02,moderate,T1,1,BCH
2025-04-02,moderate,T1,2,XRP
2025-04-02,moderate,T1,3,LINK
2025-04-02,moderate,T1,4,DOT
2025-04-02,moderate,T1,5,BNB
2025-04-02,moderate,T1,6,AVAX
2025-04-02,moderate,T1,7,BTC
2025-04-02,moderate,T1,8,XLM
2025-04-02,moderate,T1,9,ETC
2025-04-02,moderate,T1,10,DOGE
2025-04-03,moderate,T0,1,BNB
2025-04-03,moderate,T0,2,DOT
2025-04-03,moderate,T0,3,LINK
2025-04-03,moderate,T0,4,AVAX
2025-04-03,moderate,T0,5,BCH
2025-04-03,moderate,T0,6,BTC
2025-04-03,moderate,T0,7,XRP
2025-04-03,moderate,T0,8,XLM
2025-04-03,moderate,T0,9,ETC
2025-04-03,moderate,T0,10,SOL
2025-04-03,moderate,T1,1,BNB
2025-04-03,moderate,T1,2,LINK
2025-04-03,moderate,T1,3,DOT
2025-04-03,moderate,T1,4,AVAX
2025-04-03,moderate,T1,5,BCH
2025-04-03,moderate,T1,6,XRP
2025-04-03,moderate,T1,7,BTC
2025-04-03,moderate,T1,8,XLM
2025-04-03,moderate,T1,9,SOL
2025-04-03,moderate,T1,10,ETC
2025-04-04,moderate,T0,1,BNB
2025-04-04,moderate,T0,2,TRX
2025-04-04,moderate,T0,3,BTC
2025-04-04,moderate,T0,4,XLM
2025-04-04,moderate,T0,5,DOT
2025-04-04,moderate,T0,6,ETC
2025-04-04,moderate,T0,7,AVAX
2025-04-04,moderate,T0,8,XRP
2025-04-04,moderate,T0,9,LINK
2025-04-04,moderate,T0,10,LTC
2025-04-04,moderate,T1,1,BNB
2025-04-04,moderate,T1,2,BTC
2025-04-04,moderate,T1,3,XLM
2025-04-04,moderate,T1,4,TRX
2025-04-04,moderate,T1,5,DOT
2025-04-04,moderate,T1,6,XRP
2025-04-04,moderate,T1,7,AVAX
2025-04-04,moderate,T1,8,ETC
2025-04-04,moderate,T1,9,LINK
2025-04-04,moderate,T1,10,LTC
2025-04-05,moderate,T0,1,BNB
2025-04-05,moderate,T0,2,TRX
2025-04-05,moderate,T0,3,XLM
2025-04-05,moderate,T0,4,BTC
2025-04-05,moderate,T0,5,DOT
2025-04-05,moderate,T0,6,ETC
2025-04-05,moderate,T0,7,AVAX
2025-04-05,moderate,T0,8,LTC
2025-04-05,moderate,T0,9,SOL
2025-04-05,moderate,T0,10,ETH
2025-04-05,moderate,T1,1,BNB
2025-04-05,moderate,T1,2,TRX
2025-04-05,moderate,T1,3,XLM
2025-04-05,moderate,T1,4,BTC
2025-04-05,moderate,T1,5,DOT
2025-04-05,moderate,T1,6,ETC
2025-04-05,moderate,T1,7,AVAX
2025-04-05,moderate,T1,8,LTC
2025-04-05,moderate,T1,9,SOL
2025-04-05,moderate,T1,10,ETH
2025-04-06,moderate,T0,1,BNB
2025-04-06,moderate,T0,2,XLM
2025-04-06,moderate,T0,3,TRX
2025-04-06,moderate,T0,4,BTC
2025-04-06,moderate,T0,5,DOT
2025-04-06,moderate,T0,6,XRP
2025-04-06,moderate,T0,7,ETC
2025-04-06,moderate,T0,8,LTC
2025-04-06,moderate,T0,9,SOL
2025-04-06,moderate,T0,10,AVAX
2025-04-06,moderate,T1,1,BNB
2025-04-06,moderate,T1,2,XLM
2025-04-06,moderate,T1,3,TRX
2025-04-06,moderate,T1,4,BTC
2025-04-06,moderate,T1,5,DOT
2025-04-06,moderate,T1,6,XRP
2025-04-06,moderate,T1,7,ETC
2025-04-06,moderate,T1,8,LTC
2025-04-06,moderate,T1,9,SOL
2025-04-06,moderate,T1,10,AVAX
2025-04-07,moderate,T0,1,BNB
2025-04-07,moderate,T0,2,TRX
2025-04-07,moderate,T0,3,XLM
2025-04-07,moderate,T0,4,BTC
2025-04-07,moderate,T0,5,DOT
2025-04-07,moderate,T0,6,SOL
2025-04-07,moderate,T0,7,XRP
2025-04-07,moderate,T0,8,ETC
2025-04-07,moderate,T0,9,LINK
2025-04-07,moderate,T0,10,ETH
2025-04-07,moderate,T1,1,BNB
2025-04-07,moderate,T1,2,TRX
2025-04-07,moderate,T1,3,XLM
2025-04-07,moderate,T1,4,BTC
2025-04-07,moderate,T1,5,SOL
2025-04-07,moderate,T1,6,XRP
2025-04-07,moderate,T1,7,DOT
2025-04-07,moderate,T1,8,LINK
2025-04-07,moderate,T1,9,ETC
2025-04-07,moderate,T1,10,AVAX
2025-04-08,moderate,T0,1,BNB
2025-04-08,moderate,T0,2,BTC
2025-04-08,moderate,T0,3,DOT
2025-04-08,moderate,T0,4,XLM
2025-04-08,moderate,T0,5,AVAX
2025-04-08,moderate,T0,6,TRX
2025-04-08,moderate,T0,7,LINK
2025-04-08,moderate,T0,8,DOGE
2025-04-08,moderate,T0,9,XRP
2025-04-08,moderate,T0,10,ETH
2025-04-08,moderate,T1,1,BNB
2025-04-08,moderate,T1,2,BTC
2025-04-08,moderate,T1,3,DOT
2025-04-08,moderate,T1,4,XLM
2025-04-08,moderate,T1,5,AVAX
2025-04-08,moderate,T1,6,LINK
2025-04-08,moderate,T1,7,TRX
2025-04-08,moderate,T1,8,DOGE
2025-04-08,moderate,T1,9,XRP
2025-04-08,moderate,T1,10,ETH
2025-04-09,moderate,T0,1,BNB
2025-04-09,moderate,T0,2,TRX
2025-04-09,moderate,T0,3,XLM
2025-04-09,moderate,T0,4,BTC
2025-04-09,moderate,T0,5,DOT
2025-04-09,moderate,T0,6,ETC
2025-04-09,moderate,T0,7,DOGE
2025-04-09,moderate,T0,8,AVAX
2025-04-09,moderate,T0,9,ETH
2025-04-09,moderate,T0,10,LTC
2025-04-09,moderate,T1,1,BNB
2025-04-09,moderate,T1,2,TRX
2025-04-09,moderate,T1,3,XLM
2025-04-09,moderate,T1,4,DOT
2025-04-09,moderate,T1,5,BTC
2025-04-09,moderate,T1,6,ETC
2025-04-09,moderate,T1,7,DOGE
2025-04-09,moderate,T1,8,AVAX
2025-04-09,moderate,T1,9,ETH
2025-04-09,moderate,T1,10,LTC
2025-04-10,moderate,T0,1,TRX
2025-04-10,moderate,T0,2,BNB
2025-04-10,moderate,T0,3,DOT
2025-04-10,moderate,T0,4,XLM
2025-04-10,moderate,T0,5,BTC
2025-04-10,moderate,T0,6,ETH
2025-04-10,moderate,T0,7,ETC
2025-04-10,moderate,T0,8,LTC
2025-04-10,moderate,T0,9,DOGE
2025-04-10,moderate,T0,10,AVAX
2025-04-10,moderate,T1,1,BNB
2025-04-10,moderate,T1,2,TRX
2025-04-10,moderate,T1,3,DOT
2025-04-10,moderate,T1,4,XLM
2025-04-10,moderate,T1,5,BTC
2025-04-10,moderate,T1,6,ETH
2025-04-10,moderate,T1,7,ETC
2025-04-10,moderate,T1,8,LTC
2025-04-10,moderate,T1,9,DOGE
2025-04-10,moderate,T1,10,AVAX
2025-04-11,moderate,T0,1,TRX
2025-04-11,moderate,T0,2,BNB
2025-04-11,moderate,T0,3,DOT
2025-04-11,moderate,T0,4,XLM
2025-04-11,moderate,T0,5,BTC
2025-04-11,moderate,T0,6,ETH
2025-04-11,moderate,T0,7,ETC
2025-04-11,moderate,T0,8,LTC
2025-04-11,moderate,T0,9,DOGE
2025-04-11,moderate,T0,10,XRP
2025-04-11,moderate,T1,1,TRX
2025-04-11,moderate,T1,2,BNB
2025-04-11,moderate,T1,3,DOT
2025-04-11,moderate,T1,4,XLM
2025-04-11,moderate,T1,5,BTC
2025-04-11,moderate,T1,6,ETH
2025-04-11,moderate,T1,7,ETC
2025-04-11,moderate,T1,8,LTC
2025-04-11,moderate,T1,9,DOGE
2025-04-11,moderate,T1,10,XRP
2025-04-12,moderate,T0,1,TRX
2025-04-12,moderate,T0,2,BNB
2025-04-12,moderate,T0,3,DOT
2025-04-12,moderate,T0,4,BTC
2025-04-12,moderate,T0,5,ETH
2025-04-12,moderate,T0,6,DOGE
2025-04-12,moderate,T0,7,LTC
2025-04-12,moderate,T0,8,XLM
2025-04-12,moderate,T0,9,ETC
2025-04-12,moderate,T0,10,XRP
2025-04-12,moderate,T1,1,TRX
2025-04-12,moderate,T1,2,BNB
2025-04-12,moderate,T1,3,DOT
2025-04-12,moderate,T1,4,BTC
2025-04-12,moderate,T1,5,ETH
2025-04-12,moderate,T1,6,DOGE
2025-04-12,moderate,T1,7,LTC
2025-04-12,moderate,T1,8,XLM
2025-04-12,moderate,T1,9,ETC
2025-04-12,moderate,T1,10,XRP
2025-04-13,moderate,T0,1,TRX
2025-04-13,moderate,T0,2,BNB
2025-04-13,moderate,T0,3,BTC
2025-04-13,moderate,T0,4,DOT
2025-04-13,moderate,T0,5,XLM
2025-04-13,moderate,T0,6,ETH
2025-04-13,moderate,T0,7,ETC
2025-04-13,moderate,T0,8,DOGE
2025-04-13,moderate,T0,9,XRP
2025-04-13,moderate,T0,10,LTC
2025-04-13,moderate,T1,1,TRX
2025-04-13,moderate,T1,2,BNB
2025-04-13,moderate,T1,3,BTC
2025-04-13,moderate,T1,4,DOT
2025-04-13,moderate,T1,5,XLM
2025-04-13,moderate,T1,6,ETH
2025-04-13,moderate,T1,7,ETC
2025-04-13,moderate,T1,8,DOGE
2025-04-13,moderate,T1,9,XRP
2025-04-13,moderate,T1,10,LTC
2025-04-14,moderate,T0,1,TRX
2025-04-14,moderate,T0,2,BNB
2025-04-14,moderate,T0,3,BTC
2025-04-14,moderate,T0,4,DOT
2025-04-14,moderate,T0,5,XLM
2025-04-14,moderate,T0,6,ETC
2025-04-14,moderate,T0,7,DOGE
2025-04-14,moderate,T0,8,ETH
2025-04-14,moderate,T0,9,LTC
2025-04-14,moderate,T0,10,ADA
2025-04-14,moderate,T1,1,TRX
2025-04-14,moderate,T1,2,BNB
2025-04-14,moderate,T1,3,BTC
2025-04-14,moderate,T1,4,DOT
2025-04-14,moderate,T1,5,XLM
2025-04-14,moderate,T1,6,ETC
2025-04-14,moderate,T1,7,DOGE
2025-04-14,moderate,T1,8,ETH
2025-04-14,moderate,T1,9,ADA
2025-04-14,moderate,T1,10,LTC
2025-04-15,moderate,T0,1,TRX
2025-04-15,moderate,T0,2,BNB
2025-04-15,moderate,T0,3,BTC
2025-04-15,moderate,T0,4,DOT
2025-04-15,moderate,T0,5,XLM
2025-04-15,moderate,T0,6,ETC
2025-04-15,moderate,T0,7,DOGE
2025-04-15,moderate,T0,8,LTC
2025-04-15,moderate,T0,9,ADA
2025-04-15,moderate,T0,10,ETH
2025-04-15,moderate,T1,1,TRX
2025-04-15,moderate,T1,2,BNB
2025-04-15,moderate,T1,3,BTC
2025-04-15,moderate,T1,4,DOT
2025-04-15,moderate,T1,5,XLM
2025-04-15,moderate,T1,6,ETC
2025-04-15,moderate,T1,7,DOGE
2025-04-15,moderate,T1,8,ADA
2025-04-15,moderate,T1,9,ETH
2025-04-15,moderate,T1,10,LTC
2025-04-16,moderate,T0,1,TRX
2025-04-16,moderate,T0,2,BNB
2025-04-16,moderate,T0,3,BTC
2025-04-16,moderate,T0,4,XLM
2025-04-16,moderate,T0,5,ETC
2025-04-16,moderate,T0,6,DOGE
2025-04-16,moderate,T0,7,AVAX
2025-04-16,moderate,T0,8,DOT
2025-04-16,moderate,T0,9,ADA
2025-04-16,moderate,T0,10,ETH
2025-04-16,moderate,T1,1,TRX
2025-04-16,moderate,T1,2,BNB
2025-04-16,moderate,T1,3,BTC
2025-04-16,moderate,T1,4,DOGE
2025-04-16,moderate,T1,5,XLM
2025-04-16,moderate,T1,6,ETC
2025-04-16,moderate,T1,7,DOT
2025-04-16,moderate,T1,8,AVAX
2025-04-16,moderate,T1,9,ADA
2025-04-16,moderate,T1,10,ETH
2025-04-17,moderate,T0,1,TRX
2025-04-17,moderate,T0,2,BNB
2025-04-17,moderate,T0,3,BTC
2025-04-17,moderate,T0,4,AVAX
2025-04-17,moderate,T0,5,ETC
2025-04-17,moderate,T0,6,DOGE
2025-04-17,moderate,T0,7,XLM
2025-04-17,moderate,T0,8,ADA
2025-04-17,moderate,T0,9,LTC
2025-04-17,moderate,T0,10,DOT
2025-04-17,moderate,T1,1,TRX
2025-04-17,moderate,T1,2,BNB
2025-04-17,moderate,T1,3,BTC
2025-04-17,moderate,T1,4,AVAX
2025-04-17,moderate,T1,5,DOGE
2025-04-17,moderate,T1,6,ETC
2025-04-17,moderate,T1,7,ADA
2025-04-17,moderate,T1,8,XLM
2025-04-17,moderate,T1,9,LTC
2025-04-17,moderate,T1,10,DOT
2025-04-18,moderate,T0,1,TRX
2025-04-18,moderate,T0,2,BNB
2025-04-18,moderate,T0,3,BTC
2025-04-18,moderate,T0,4,AVAX
2025-04-18,moderate,T0,5,DOGE
2025-04-18,moderate,T0,6,ETC
2025-04-18,moderate,T0,7,LTC
2025-04-18,moderate,T0,8,DOT
2025-04-18,moderate,T0,9,ADA
2025-04-18,moderate,T0,10,XLM
2025-04-18,moderate,T1,1,TRX
2025-04-18,moderate,T1,2,BNB
2025-04-18,moderate,T1,3,BTC
2025-04-18,moderate,T1,4,AVAX
2025-04-18,moderate,T1,5,DOGE
2025-04-18,moderate,T1,6,ETC
2025-04-18,moderate,T1,7,DOT
2025-04-18,moderate,T1,8,ADA
2025-04-18,moderate,T1,9,XLM
2025-04-18,moderate,T1,10,LINK
2025-04-19,moderate,T0,1,TRX
2025-04-19,moderate,T0,2,BNB
2025-04-19,moderate,T0,3,BTC
2025-04-19,moderate,T0,4,AVAX
2025-04-19,moderate,T0,5,DOGE
2025-04-19,moderate,T0,6,BCH
2025-04-19,moderate,T0,7,ADA
2025-04-19,moderate,T0,8,SOL
2025-04-19,moderate,T0,9,XLM
2025-04-19,moderate,T0,10,XRP
2025-04-19,moderate,T1,1,TRX
2025-04-19,moderate,T1,2,BNB
2025-04-19,moderate,T1,3,BTC
2025-04-19,moderate,T1,4,AVAX
2025-04-19,moderate,T1,5,DOGE
2025-04-19,moderate,T1,6,BCH
2025-04-19,moderate,T1,7,ADA
2025-04-19,moderate,T1,8,SOL
2025-04-19,moderate,T1,9,XRP
2025-04-19,moderate,T1,10,XLM
2025-04-20,moderate,T0,1,TRX
2025-04-20,moderate,T0,2,BNB
2025-04-20,moderate,T0,3,BTC
2025-04-20,moderate,T0,4,BCH
2025-04-20,moderate,T0,5,DOGE
2025-04-20,moderate,T0,6,AVAX
2025-04-20,moderate,T0,7,ADA
2025-04-20,moderate,T0,8,LTC
2025-04-20,moderate,T0,9,SOL
2025-04-20,moderate,T0,10,XRP
2025-04-20,moderate,T1,1,TRX
2025-04-20,moderate,T1,2,BNB
2025-04-20,moderate,T1,3,BTC
2025-04-20,moderate,T1,4,BCH
2025-04-20,moderate,T1,5,DOGE
2025-04-20,moderate,T1,6,AVAX
2025-04-20,moderate,T1,7,ADA
2025-04-20,moderate,T1,8,SOL
2025-04-20,moderate,T1,9,LTC
2025-04-20,moderate,T1,10,XLM
2025-04-21,moderate,T0,1,TRX
2025-04-21,moderate,T0,2,BNB
2025-04-21,moderate,T0,3,BTC
2025-04-21,moderate,T0,4,AVAX
2025-04-21,moderate,T0,5,DOGE
2025-04-21,moderate,T0,6,SOL
2025-04-21,moderate,T0,7,ADA
2025-04-21,moderate,T0,8,BCH
2025-04-21,moderate,T0,9,ETC
2025-04-21,moderate,T0,10,LTC
2025-04-21,moderate,T1,1,TRX
2025-04-21,moderate,T1,2,BNB
2025-04-21,moderate,T1,3,BTC
2025-04-21,moderate,T1,4,AVAX
2025-04-21,moderate,T1,5,DOGE
2025-04-21,moderate,T1,6,SOL
2025-04-21,moderate,T1,7,ADA
2025-04-21,moderate,T1,8,BCH
2025-04-21,moderate,T1,9,ETC
2025-04-21,moderate,T1,10,LTC
2025-04-22,moderate,T0,1,TRX
2025-04-22,moderate,T0,2,BNB
2025-04-22,moderate,T0,3,BTC
2025-04-22,moderate,T0,4,BCH
2025-04-22,moderate,T0,5,XRP
2025-04-22,moderate,T0,6,LTC
2025-04-22,moderate,T0,7,ETC
2025-04-22,moderate,T0,8,AVAX
2025-04-22,moderate,T0,9,XLM
2025-04-22,moderate,T0,10,SOL
2025-04-22,moderate,T1,1,TRX
2025-04-22,moderate,T1,2,BNB
2025-04-22,moderate,T1,3,BTC
2025-04-22,moderate,T1,4,BCH
2025-04-22,moderate,T1,5,XRP
2025-04-22,moderate,T1,6,ETC
2025-04-22,moderate,T1,7,LTC
2025-04-22,moderate,T1,8,AVAX
2025-04-22,moderate,T1,9,XLM
2025-04-22,moderate,T1,10,SOL
2025-04-23,moderate,T0,1,TRX
2025-04-23,moderate,T0,2,BNB
2025-04-23,moderate,T0,3,BTC
2025-04-23,moderate,T0,4,BCH
2025-04-23,moderate,T0,5,XRP
2025-04-23,moderate,T0,6,SOL
2025-04-23,moderate,T0,7,LTC
2025-04-23,moderate,T0,8,ETC
2025-04-23,moderate,T0,9,XLM
2025-04-23,moderate,T0,10,ADA
2025-04-23,moderate,T1,1,TRX
2025-04-23,moderate,T1,2,BNB
2025-04-23,moderate,T1,3,BTC
2025-04-23,moderate,T1,4,BCH
2025-04-23,moderate,T1,5,XRP
2025-04-23,moderate,T1,6,SOL
2025-04-23,moderate,T1,7,ETC
2025-04-23,moderate,T1,8,LTC
2025-04-23,moderate,T1,9,XLM
2025-04-23,moderate,T1,10,ADA
2025-04-24,moderate,T0,1,TRX
2025-04-24,moderate,T0,2,BNB
2025-04-24,moderate,T0,3,BTC
2025-04-24,moderate,T0,4,BCH
2025-04-24,moderate,T0,5,XRP
2025-04-24,moderate,T0,6,SOL
2025-04-24,moderate,T0,7,ETC
2025-04-24,moderate,T0,8,LTC
2025-04-24,moderate,T0,9,XLM
2025-04-24,moderate,T0,10,ADA
2025-04-24,moderate,T1,1,TRX
2025-04-24,moderate,T1,2,BNB
2025-04-24,moderate,T1,3,BTC
2025-04-24,moderate,T1,4,BCH
2025-04-24,moderate,T1,5,XRP
2025-04-24,moderate,T1,6,SOL
2025-04-24,moderate,T1,7,ETC
2025-04-24,moderate,T1,8,LTC
2025-04-24,moderate,T1,9,XLM
2025-04-24,moderate,T1,10,ADA
2025-04-25,moderate,T0,1,TRX
2025-04-25,moderate,T0,2,BNB
2025-04-25,moderate,T0,3,BTC
2025-04-25,moderate,T0,4,BCH
2025-04-25,moderate,T0,5,XRP
2025-04-25,moderate,T0,6,SOL
2025-04-25,moderate,T0,7,ETC
2025-04-25,moderate,T0,8,LTC
2025-04-25,moderate,T0,9,ADA
2025-04-25,moderate,T0,10,XLM
2025-04-25,moderate,T1,1,TRX
2025-04-25,moderate,T1,2,BNB
2025-04-25,moderate,T1,3,BTC
2025-04-25,moderate,T1,4,BCH
2025-04-25,moderate,T1,5,SOL
2025-04-25,moderate,T1,6,XRP
2025-04-25,moderate,T1,7,ETC
2025-04-25,moderate,T1,8,ADA
2025-04-25,moderate,T1,9,LTC
2025-04-25,moderate,T1,10,XLM
2025-04-26,moderate,T0,1,TRX
2025-04-26,moderate,T0,2,BNB
2025-04-26,moderate,T0,3,BCH
2025-04-26,moderate,T0,4,SOL
2025-04-26,moderate,T0,5,BTC
2025-04-26,moderate,T0,6,XRP
2025-04-26,moderate,T0,7,ETC
2025-04-26,moderate,T0,8,DOT
2025-04-26,moderate,T0,9,AVAX
2025-04-26,moderate,T0,10,LTC
2025-04-26,moderate,T1,1,TRX
2025-04-26,moderate,T1,2,BNB
2025-04-26,moderate,T1,3,BCH
2025-04-26,moderate,T1,4,SOL
2025-04-26,moderate,T1,5,BTC
2025-04-26,moderate,T1,6,XRP
2025-04-26,moderate,T1,7,ETC
2025-04-26,moderate,T1,8,DOT
2025-04-26,moderate,T1,9,AVAX
2025-04-26,moderate,T1,10,ADA
2025-04-27,moderate,T0,1,TRX
2025-04-27,moderate,T0,2,BCH
2025-04-27,moderate,T0,3,BNB
2025-04-27,moderate,T0,4,SOL
2025-04-27,moderate,T0,5,BTC
2025-04-27,moderate,T0,6,ETC
2025-04-27,moderate,T0,7,XRP
